slot_index|date|start_hour|end_hour|person_count|person_ids
96|2021-12-18|12|24|52|19791209392624,19791209307882,19791209353109,19791209325818,19791209372580,19791209364484,19791209307068,19791209332100,19791209339746,19791209357975,19791209384017,19791209337927,19791209320319,19791209326826,19791209338870,19791209317111,19791209385001,19791209321900,19791209389981,19791209358737,19791209334524,19791209303638,19791209366037,19791209330383,19791209365035,19791209350021,19791209306552,19791209390328,19791209348282,19791209301658,19791209395164,19791209342386,19791209328196,19791209369774,19791209375399,19791209395386,19791209310228,19791209316633,19791209352856,19791209301880,19791209388453,19791209382127,19791209387965,19791209359975,19791209327628,19791209365887,19791209344097,19791209389193,19791209302417,19791209395729,19791209315799,19791209305618
97|2021-12-19|0|12|37|19791209303913,19791209310060,19791209338697,19791209312713,19791209353945,19791209370707,19791209320180,19791209363586,19791209367066,19791209309916,19791209369182,19791209376286,19791209359308,19791209388061,19791209385436,19791209324707,19791209306742,19791209346658,19791209312451,19791209352763,19791209381041,19791209312276,19791209324914,19791209397609,19791209396309,19791209308597,19791209381789,19791209386797,19791209319386,19791209396203,19791209336989,19791209343532,19791209342097,19791209306545,19791209341932,19791209374968,19791209330783
98|2021-12-19|12|24|45|19791209313472,19791209356423,19791209368405,19791209345805,19791209399926,19791209344203,19791209313391,19791209370785,19791209337344,19791209326971,19791209381373,19791209368952,19791209350454,19791209381457,19791209308195,19791209326100,19791209317958,19791209397689,19791209311360,19791209348109,19791209340355,19791209306225,19791209370988,19791209346328,19791209343894,19791209308365,19791209366264,19791209387365,19791209391227,19791209358337,19791209393306,19791209394651,19791209392581,19791209386786,19791209323753,19791209338025,19791209373357,19791209378689,19791209372581,19791209316093,19791209315914,19791209393311,19791209324847,19791209334739,19791209351942
99|2021-12-20|0|12|43|19791209326429,19791209379049,19791209326571,19791209329552,19791209350244,19791209317103,19791209395146,19791209399558,19791209348395,19791209332283,19791209321795,19791209397292,19791209369078,19791209315369,19791209335734,19791209341460,19791209363417,19791209329065,19791209359183,19791209327530,19791209340922,19791209311828,19791209315178,19791209313111,19791209366233,19791209325596,19791209399807,19791209336100,19791209399867,19791209309997,19791209317669,19791209352180,19791209335318,19791209311564,19791209365800,19791209368040,19791209336174,19791209320695,19791209324844,19791209391936,19791209322402,19791209350509,19791209317772
100|2021-12-20|12|24|51|19791209345952,19791209368302,19791209381827,19791209337821,19791209336236,19791209387870,19791209348549,19791209374761,19791209308093,19791209391093,19791209308327,19791209377168,19791209337492,19791209387860,19791209372482,19791209338926,19791209390972,19791209359381,19791209307423,19791209365036,19791209350856,19791209333632,19791209304332,19791209333874,19791209349286,19791209335719,19791209341658,19791209382191,19791209375150,19791209326403,19791209310445,19791209377923,19791209310681,19791209326813,19791209382650,19791209362679,19791209392982,19791209384277,19791209310698,19791209394162,19791209309687,19791209355711,19791209313078,19791209349387,19791209371243,19791209384458,19791209381446,19791209323544,19791209399748,19791209370428,19791209303283
101|2021-12-21|0|12|35|19791209335708,19791209394073,19791209370796,19791209356802,19791209353544,19791209368332,19791209311959,19791209379804,19791209382325,19791209314120,19791209308003,19791209392671,19791209358052,19791209362875,19791209341090,19791209342568,19791209308283,19791209385788,19791209396604,19791209374005,19791209330308,19791209387929,19791209376979,19791209388698,19791209317328,19791209326342,19791209334926,19791209386726,19791209310573,19791209340363,19791209370574,19791209371036,19791209320521,19791209383998,19791209320462
102|2021-12-21|12|24|46|19791209331197,19791209394339,19791209391375,19791209343138,19791209302119,19791209357683,19791209328287,19791209354061,19791209336466,19791209312518,19791209337252,19791209355477,19791209350959,19791209349242,19791209324214,19791209300513,19791209395250,19791209386234,19791209313043,19791209308521,19791209333608,19791209366733,19791209350803,19791209345180,19791209365307,19791209377509,19791209313385,19791209383553,19791209380809,19791209388231,19791209391035,19791209344277,19791209365413,19791209395685,19791209350786,19791209378789,19791209302751,19791209382162,19791209338104,19791209379729,19791209323604,19791209312172,19791209349225,19791209339585,19791209321902,19791209399717
103|2021-12-22|0|12|39|19791209338070,19791209312865,19791209393126,19791209348163,19791209365379,19791209383700,19791209345865,19791209390578,19791209388024,19791209389105,19791209358534,19791209333762,19791209396345,19791209354514,19791209341088,19791209389796,19791209318114,19791209346394,19791209385593,19791209379624,19791209355873,19791209323332,19791209365394,19791209322701,19791209326764,19791209345630,19791209350951,19791209373240,19791209325729,19791209353029,19791209361346,19791209366706,19791209341466,19791209388913,19791209328970,19791209357488,19791209350963,19791209381876,19791209346998
104|2021-12-22|12|24|38|19791209371803,19791209356213,19791209330163,19791209320053,19791209398201,19791209393617,19791209392957,19791209371903,19791209300194,19791209352080,19791209365409,19791209345130,19791209374686,19791209396378,19791209373913,19791209354070,19791209302427,19791209388041,19791209304758,19791209398519,19791209366248,19791209349797,19791209387759,19791209379045,19791209310420,19791209373700,19791209349007,19791209306434,19791209342517,19791209303636,19791209336633,19791209352938,19791209367917,19791209386567,19791209370226,19791209334874,19791209392270,19791209308789
105|2021-12-23|0|12|54|19791209394963,19791209383380,19791209336680,19791209387234,19791209304530,19791209335830,19791209341630,19791209330979,19791209347552,19791209315473,19791209303830,19791209377746,19791209330567,19791209388414,19791209376736,19791209372838,19791209358416,19791209314294,19791209368280,19791209364171,19791209390027,19791209361151,19791209325015,19791209399356,19791209359898,19791209362698,19791209369969,19791209373725,19791209305433,19791209357122,19791209380841,19791209351453,19791209370406,19791209322369,19791209340260,19791209382501,19791209391092,19791209374127,19791209326057,19791209394770,19791209367731,19791209339458,19791209395603,19791209332449,19791209303625,19791209385913,19791209332833,19791209395028,19791209333435,19791209394965,19791209310474,19791209353799,19791209342475,19791209356855
106|2021-12-23|12|24|50|19791209345824,19791209311004,19791209380987,19791209380747,19791209380867,19791209311331,19791209304334,19791209358112,19791209307871,19791209358925,19791209380437,19791209365294,19791209365082,19791209309287,19791209301765,19791209377015,19791209351980,19791209341403,19791209380490,19791209365343,19791209312393,19791209364015,19791209316254,19791209353967,19791209399841,19791209354278,19791209330077,19791209337012,19791209325372,19791209315842,19791209362315,19791209303165,19791209300634,19791209345085,19791209370791,19791209310189,19791209356446,19791209382718,19791209343775,19791209340883,19791209338985,19791209331402,19791209321063,19791209356931,19791209337782,19791209348083,19791209350759,19791209305812,19791209348688,19791209336180
107|2021-12-24|0|12|38|19791209309558,19791209343893,19791209349239,19791209380737,19791209396659,19791209344165,19791209341682,19791209375953,19791209365663,19791209304911,19791209370370,19791209361608,19791209377467,19791209323136,19791209366451,19791209317660,19791209357855,19791209307671,19791209372343,19791209395383,19791209308851,19791209301738,19791209389789,19791209376193,19791209331035,19791209339642,19791209324872,19791209331873,19791209333376,19791209356109,19791209393431,19791209391532,19791209396718,19791209300707,19791209302570,19791209331404,19791209319510,19791209350008
108|2021-12-24|12|24|57|19791209388216,19791209345035,19791209395222,19791209332493,19791209307104,19791209335107,19791209307530,19791209304484,19791209371641,19791209310717,19791209300109,19791209389266,19791209306602,19791209312243,19791209309364,19791209360756,19791209374135,19791209394091,19791209348276,19791209368460,19791209385422,19791209325338,19791209319208,19791209390659,19791209302612,19791209385520,19791209328644,19791209360383,19791209352458,19791209320139,19791209336776,19791209327468,19791209389888,19791209339865,19791209394544,19791209356441,19791209365948,19791209377058,19791209385126,19791209397569,19791209320986,19791209369955,19791209331784,19791209383676,19791209312560,19791209356328,19791209363377,19791209340617,19791209340636,19791209346046,19791209386568,19791209302809,19791209356659,19791209304995,19791209390044,19791209337723,19791209318926
109|2021-12-25|0|12|50|19791209380135,19791209345244,19791209380825,19791209378966,19791209300374,19791209386432,19791209351382,19791209382103,19791209311318,19791209310967,19791209398244,19791209381752,19791209326739,19791209336103,19791209388795,19791209355979,19791209374310,19791209362460,19791209391454,19791209386001,19791209382995,19791209345620,19791209352576,19791209356935,19791209310835,19791209350292,19791209377224,19791209387569,19791209304181,19791209317410,19791209382272,19791209341700,19791209376401,19791209339858,19791209353860,19791209353175,19791209397358,19791209312552,19791209304901,19791209376437,19791209348270,19791209395919,19791209370095,19791209315829,19791209394328,19791209331382,19791209341008,19791209332887,19791209321277,19791209363810
110|2021-12-25|12|24|52|19791209375395,19791209339630,19791209353691,19791209376151,19791209339293,19791209336167,19791209305659,19791209385793,19791209304609,19791209316248,19791209364099,19791209348255,19791209318050,19791209325375,19791209330941,19791209351687,19791209327439,19791209396377,19791209399230,19791209366795,19791209394273,19791209358071,19791209394047,19791209334861,19791209345769,19791209328844,19791209328515,19791209349262,19791209333977,19791209369212,19791209392732,19791209368164,19791209337354,19791209397756,19791209319672,19791209305662,19791209382544,19791209324150,19791209380571,19791209362370,19791209373305,19791209358037,19791209360656,19791209328013,19791209315943,19791209324867,19791209342733,19791209396327,19791209309112,19791209311626,19791209390669,19791209381769
111|2021-12-26|0|12|49|19791209316974,19791209314258,19791209365664,19791209370748,19791209301737,19791209370587,19791209348526,19791209346013,19791209379354,19791209391785,19791209311675,19791209390379,19791209369574,19791209382305,19791209394597,19791209344420,19791209397694,19791209397617,19791209334628,19791209390276,19791209373467,19791209382405,19791209372473,19791209332779,19791209393655,19791209346238,19791209376508,19791209399668,19791209352058,19791209381221,19791209363979,19791209351088,19791209358813,19791209353842,19791209399025,19791209389813,19791209389102,19791209341226,19791209338557,19791209307235,19791209308658,19791209325155,19791209398706,19791209379337,19791209343781,19791209375435,19791209394173,19791209392739,19791209367352
112|2021-12-26|12|24|37|19791209389236,19791209396731,19791209314649,19791209373281,19791209329702,19791209336525,19791209327804,19791209318362,19791209315190,19791209337785,19791209305875,19791209308343,19791209349495,19791209382493,19791209378263,19791209347339,19791209358980,19791209364041,19791209316160,19791209312032,19791209305959,19791209306918,19791209315614,19791209376315,19791209327895,19791209316639,19791209342560,19791209306594,19791209316407,19791209365301,19791209335681,19791209319166,19791209366653,19791209305005,19791209300533,19791209356268,19791209369075
113|2021-12-27|0|12|54|19791209375784,19791209321520,19791209349089,19791209311525,19791209367310,19791209380979,19791209310891,19791209396569,19791209346219,19791209326463,19791209343322,19791209366805,19791209360486,19791209367781,19791209331272,19791209346443,19791209349521,19791209325932,19791209351818,19791209344466,19791209351884,19791209326811,19791209332153,19791209396914,19791209356692,19791209386895,19791209323720,19791209322262,19791209308829,19791209351565,19791209396025,19791209393296,19791209334104,19791209311124,19791209362286,19791209304447,19791209369957,19791209337277,19791209386725,19791209382194,19791209366280,19791209349081,19791209325594,19791209357190,19791209326113,19791209370621,19791209341317,19791209382579,19791209308952,19791209335982,19791209351708,19791209384395,19791209343710,19791209309330
114|2021-12-27|12|24|46|19791209341244,19791209355397,19791209396059,19791209300955,19791209327608,19791209388348,19791209345441,19791209319080,19791209394724,19791209370879,19791209394535,19791209344242,19791209320961,19791209346707,19791209351255,19791209368959,19791209371504,19791209304687,19791209398367,19791209399102,19791209388522,19791209376966,19791209366404,19791209369869,19791209311309,19791209384355,19791209355084,19791209397794,19791209360840,19791209339229,19791209315549,19791209385434,19791209367042,19791209313221,19791209339976,19791209383904,19791209375349,19791209349681,19791209365329,19791209303450,19791209393327,19791209307967,19791209398845,19791209319327,19791209322340,19791209365595
115|2021-12-28|0|12|41|19791209362558,19791209336617,19791209386318,19791209312980,19791209306979,19791209322592,19791209345597,19791209336058,19791209385687,19791209387568,19791209341125,19791209397847,19791209378573,19791209363721,19791209345796,19791209375474,19791209349884,19791209366784,19791209391628,19791209306264,19791209364872,19791209386828,19791209329591,19791209363452,19791209323872,19791209367732,19791209342661,19791209374988,19791209302739,19791209382156,19791209398210,19791209382404,19791209346691,19791209314843,19791209330510,19791209352309,19791209337175,19791209317112,19791209385079,19791209314997,19791209365012
116|2021-12-28|12|24|57|19791209302137,19791209310464,19791209338080,19791209333956,19791209380859,19791209332792,19791209306934,19791209304164,19791209334888,19791209323243,19791209366307,19791209301776,19791209309288,19791209320418,19791209359177,19791209346895,19791209388726,19791209343331,19791209345190,19791209305861,19791209385403,19791209373063,19791209376027,19791209382660,19791209340227,19791209369925,19791209371206,19791209397190,19791209300981,19791209329680,19791209324712,19791209345828,19791209351364,19791209329832,19791209353375,19791209384952,19791209340047,19791209331726,19791209378190,19791209360187,19791209345137,19791209378809,19791209324675,19791209340275,19791209358604,19791209366383,19791209330278,19791209327022,19791209324301,19791209338634,19791209366425,19791209367759,19791209389775,19791209347839,19791209389221,19791209351302,19791209315517
117|2021-12-29|0|12|48|19791209391432,19791209340656,19791209325052,19791209347233,19791209383457,19791209326284,19791209310459,19791209374059,19791209388734,19791209354401,19791209380459,19791209367621,19791209313135,19791209397090,19791209350069,19791209334912,19791209398179,19791209387438,19791209355589,19791209365772,19791209324783,19791209311089,19791209386528,19791209347570,19791209344109,19791209394611,19791209306020,19791209361873,19791209309597,19791209335438,19791209346195,19791209376057,19791209355130,19791209302460,19791209384098,19791209389396,19791209379212,19791209304247,19791209328895,19791209302982,19791209399212,19791209371339,19791209370932,19791209378699,19791209349810,19791209341850,19791209385916,19791209346837
118|2021-12-29|12|24|46|19791209385480,19791209340873,19791209358544,19791209320331,19791209311851,19791209312070,19791209354195,19791209307415,19791209308642,19791209366121,19791209334260,19791209308048,19791209371049,19791209329897,19791209354919,19791209322313,19791209340749,19791209372295,19791209365652,19791209390645,19791209363971,19791209345704,19791209337524,19791209357465,19791209311308,19791209319413,19791209326160,19791209333664,19791209344043,19791209379646,19791209371786,19791209303285,19791209384179,19791209345367,19791209386756,19791209347799,19791209326884,19791209380960,19791209382807,19791209387847,19791209316530,19791209361143,19791209375075,19791209303418,19791209348761,19791209380087
119|2021-12-30|0|12|54|19791209390175,19791209309081,19791209347402,19791209362128,19791209335301,19791209330799,19791209336613,19791209369207,19791209362508,19791209351650,19791209311955,19791209334798,19791209353076,19791209317968,19791209315857,19791209342045,19791209379537,19791209367655,19791209386145,19791209303831,19791209345478,19791209333438,19791209393098,19791209323946,19791209317935,19791209377415,19791209325815,19791209367137,19791209334308,19791209345884,19791209317699,19791209355031,19791209398686,19791209379472,19791209395569,19791209390267,19791209334046,19791209379077,19791209395565,19791209303993,19791209311420,19791209388536,19791209377507,19791209324819,19791209394298,19791209308706,19791209348594,19791209395854,19791209336830,19791209386372,19791209357944,19791209324691,19791209329618,19791209370229
120|2021-12-30|12|24|41|19791209342037,19791209314935,19791209335257,19791209364169,19791209336242,19791209337947,19791209356783,19791209356220,19791209348985,19791209350152,19791209328682,19791209349098,19791209329495,19791209324696,19791209348168,19791209370564,19791209313726,19791209364908,19791209324327,19791209357640,19791209319610,19791209349076,19791209304990,19791209359775,19791209374166,19791209306927,19791209384495,19791209343228,19791209370811,19791209315515,19791209350261,19791209349442,19791209345701,19791209383967,19791209318109,19791209338877,19791209373280,19791209376947,19791209352460,19791209301941,19791209353333
